time_uS,Voltage_mV
665000.0,-45.98968224565873
670000.0,-169.98968409340273
675000.0,3.3570403976611116
680000.0,-169.98968409340273
685000.0,-37.98968212644944
690000.0,-97.98968302051911
695000.0,35.357040874498274
700000.0,-97.98968302051911
705000.0,0.0
710000.0,0.0
715000.0,11.357040516870402
720000.0,-105.9896831397284
725000.0,11.357040516870402
730000.0,11.357040516870402
735000.0,11.357040516870402
740000.0,-9.98968170921692
745000.0,-5.989681649612278
750000.0,31.357040814893626
755000.0,31.357040814893626
760000.0,-165.98968403379808
765000.0,0.0
770000.0,0.0
775000.0,47.35704105331221
780000.0,-13.989681768821566
785000.0,7.357040457265756
790000.0,0.0
795000.0,31.357040814893626
800000.0,-13.989681768821566
805000.0,0.0
810000.0,-69.9896826032866
815000.0,55.3570411725215
820000.0,-101.98968308012375
825000.0,7.357040457265756
830000.0,55.3570411725215
835000.0,55.3570411725215
840000.0,-161.98968397419344
845000.0,11.357040516870402
850000.0,7.357040457265756
855000.0,59.357041232126136
860000.0,-141.98968367617022
865000.0,-45.98968224565873
870000.0,-41.98968218605408
875000.0,51.35704111291685
880000.0,-125.98968343775162
885000.0,51.35704111291685
890000.0,15.357040576475047
895000.0,43.357040993707564
900000.0,-157.9896839145888
905000.0,35.357040874498274
910000.0,35.357040874498274
915000.0,67.35704135133543
920000.0,-53.98968236486802
925000.0,67.35704135133543
930000.0,0.0
935000.0,63.35704129173078
940000.0,-89.98968290130982
945000.0,55.3570411725215
950000.0,3.3570403976611116
955000.0,51.35704111291685
960000.0,-73.98968266289124
965000.0,-33.98968206684479
970000.0,-101.98968308012375
975000.0,51.35704111291685
980000.0,-177.98968421261202
985000.0,-177.98968421261202
990000.0,-149.9896837953795
995000.0,55.3570411725215
1000000.0,-149.9896837953795
1005000.0,31.357040814893626
1010000.0,11.357040516870402
1015000.0,67.35704135133543
1020000.0,0.0
1025000.0,0.0
1030000.0,-45.98968224565873
1035000.0,59.357041232126136
1040000.0,-65.98968254368195
1045000.0,-5.989681649612278
1050000.0,15.357040576475047
1055000.0,63.35704129173078
1060000.0,-85.98968284170518
1065000.0,-29.989682007240145
1070000.0,-109.98968319933304
1075000.0,55.3570411725215
1080000.0,-109.98968319933304
1085000.0,-73.98968266289124
1090000.0,19.35704063607969
1095000.0,75.35704147054471
1100000.0,-149.9896837953795
1105000.0,-1.989681590007633
1110000.0,23.357040695684336
1115000.0,79.35704153014936
1120000.0,-105.9896831397284
1125000.0,-105.9896831397284
1130000.0,51.35704111291685
1135000.0,59.357041232126136
1140000.0,-41.98968218605408
1145000.0,35.357040874498274
1150000.0,-33.98968206684479
1155000.0,67.35704135133543
1160000.0,-93.98968296091446
1165000.0,3.3570403976611116
1170000.0,-69.9896826032866
1175000.0,47.35704105331221
1180000.0,-141.98968367617022
1185000.0,0.0
1190000.0,-25.9896819476355
1195000.0,83.357041589754
1200000.0,-105.9896831397284
1205000.0,-69.9896826032866
1210000.0,67.35704135133543
1215000.0,71.35704141094007
1220000.0,-41.98968218605408
1225000.0,39.35704093410292
1230000.0,-121.98968337814698
1235000.0,63.35704129173078
1240000.0,-129.98968349735628
1245000.0,35.357040874498274
1250000.0,59.357041232126136
1255000.0,67.35704135133543
1260000.0,-101.98968308012375
1265000.0,-101.98968308012375
1270000.0,71.35704141094007
1275000.0,75.35704147054471
1280000.0,-57.98968242447266
1285000.0,35.357040874498274
1290000.0,67.35704135133543
1295000.0,67.35704135133543
1300000.0,-77.98968272249589
1305000.0,-13.989681768821566
1310000.0,-17.98968182842621
1315000.0,87.35704164935865
1320000.0,-133.98968355696093
1325000.0,67.35704135133543
1330000.0,19.35704063607969
1335000.0,59.357041232126136
1340000.0,-141.98968367617022
1345000.0,-97.98968302051911
1350000.0,-29.989682007240145
1355000.0,63.35704129173078
1360000.0,-61.989682484077306
1365000.0,59.357041232126136
1370000.0,51.35704111291685
1375000.0,71.35704141094007
1380000.0,-121.98968337814698
1385000.0,0.0
1390000.0,-129.98968349735628
1395000.0,71.35704141094007
1400000.0,-129.98968349735628
1405000.0,31.357040814893626
1410000.0,7.357040457265756
1415000.0,47.35704105331221
1420000.0,-125.98968343775162
1425000.0,-97.98968302051911
1430000.0,0.0
1435000.0,83.357041589754
1440000.0,-77.98968272249589
1445000.0,43.357040993707564
1450000.0,-61.989682484077306
1455000.0,31.357040814893626
1460000.0,-113.98968325893769
1465000.0,11.357040516870402
1470000.0,27.35704075528898
1475000.0,63.35704129173078
1480000.0,-73.98968266289124
1485000.0,-73.98968266289124
1490000.0,19.35704063607969
1495000.0,75.35704147054471
1500000.0,-145.98968373577486
1505000.0,11.357040516870402
1510000.0,71.35704141094007
1515000.0,71.35704141094007
1520000.0,-9.98968170921692
1525000.0,-9.98968170921692
1530000.0,-65.98968254368195
1535000.0,71.35704141094007
1540000.0,-133.98968355696093
1545000.0,71.35704141094007
1550000.0,39.35704093410292
1555000.0,63.35704129173078
1560000.0,-101.98968308012375
1565000.0,-97.98968302051911
1570000.0,7.357040457265756
1575000.0,59.357041232126136
1580000.0,-65.98968254368195
1585000.0,59.357041232126136
1590000.0,59.357041232126136
1595000.0,59.357041232126136
1600000.0,-141.98968367617022
1605000.0,19.35704063607969
1610000.0,-161.98968397419344
1615000.0,75.35704147054471
1620000.0,-161.98968397419344
1625000.0,51.35704111291685
1630000.0,55.3570411725215
1635000.0,55.3570411725215
1640000.0,-109.98968319933304
1645000.0,-109.98968319933304
1650000.0,7.357040457265756
1655000.0,63.35704129173078
1660000.0,-41.98968218605408
1665000.0,59.357041232126136
1670000.0,-41.98968218605408
1675000.0,55.3570411725215
1680000.0,-137.98968361656557
1685000.0,15.357040576475047
1690000.0,-1.989681590007633
1695000.0,59.357041232126136
1700000.0,-45.98968224565873
1705000.0,-45.98968224565873
1710000.0,15.357040576475047
1715000.0,67.35704135133543
1720000.0,-165.98968403379808
1725000.0,-25.9896819476355
1730000.0,67.35704135133543
1735000.0,67.35704135133543
1740000.0,-1.989681590007633
1745000.0,0.0
1750000.0,-65.98968254368195
1755000.0,59.357041232126136
1760000.0,-85.98968284170518
1765000.0,59.357041232126136
1770000.0,23.357040695684336
1775000.0,59.357041232126136
1780000.0,-105.9896831397284
1785000.0,-105.9896831397284
1790000.0,11.357040516870402
1795000.0,47.35704105331221
1800000.0,-125.98968343775162
1805000.0,47.35704105331221
1810000.0,55.3570411725215
1815000.0,55.3570411725215
1820000.0,-129.98968349735628
1825000.0,23.357040695684336
1830000.0,-141.98968367617022
1835000.0,63.35704129173078
1840000.0,-141.98968367617022
1845000.0,51.35704111291685
1850000.0,55.3570411725215
1855000.0,55.3570411725215
1860000.0,-81.98968278210053
1865000.0,-77.98968272249589
1870000.0,0.0
1875000.0,55.3570411725215
1880000.0,-49.98968230526337
1885000.0,51.35704111291685
1890000.0,-17.98968182842621
1895000.0,55.3570411725215
1900000.0,-121.98968337814698
1905000.0,27.35704075528898
1910000.0,-41.98968218605408
1915000.0,55.3570411725215
1920000.0,-41.98968218605408
1925000.0,-9.98968170921692
1930000.0,35.357040874498274
1935000.0,47.35704105331221
1940000.0,-145.98968373577486
1945000.0,-61.989682484077306
1950000.0,55.3570411725215
1955000.0,59.357041232126136
1960000.0,-5.989681649612278
1965000.0,11.357040516870402
1970000.0,-45.98968224565873
1975000.0,47.35704105331221
1980000.0,-93.98968296091446
1985000.0,47.35704105331221
1990000.0,11.357040516870402
1995000.0,51.35704111291685
2000000.0,-85.98968284170518
2005000.0,-85.98968284170518
2010000.0,7.357040457265756
2015000.0,43.357040993707564
2020000.0,-125.98968343775162
2025000.0,35.357040874498274
2030000.0,47.35704105331221
2035000.0,47.35704105331221
2040000.0,-97.98968302051911
2045000.0,11.357040516870402
2050000.0,-141.98968367617022
2055000.0,55.3570411725215
2060000.0,-141.98968367617022
2065000.0,47.35704105331221
2070000.0,43.357040993707564
2075000.0,47.35704105331221
2080000.0,-101.98968308012375
2085000.0,-101.98968308012375
2090000.0,7.357040457265756
2095000.0,55.3570411725215
2100000.0,-61.989682484077306
2105000.0,43.357040993707564
2110000.0,7.357040457265756
2115000.0,47.35704105331221
2120000.0,-121.98968337814698
2125000.0,27.35704075528898
2130000.0,-53.98968236486802
2135000.0,51.35704111291685
2140000.0,-53.98968236486802
2145000.0,0.0
2150000.0,35.357040874498274
2155000.0,35.357040874498274
2160000.0,-121.98968337814698
2165000.0,-77.98968272249589
2170000.0,43.357040993707564
2175000.0,55.3570411725215
2180000.0,-13.989681768821566
2185000.0,27.35704075528898
2190000.0,-25.9896819476355
2195000.0,35.357040874498274
2200000.0,-85.98968284170518
2205000.0,35.357040874498274
2210000.0,0.0
2215000.0,43.357040993707564
2220000.0,-69.9896826032866
2225000.0,-69.9896826032866
2230000.0,11.357040516870402
2235000.0,39.35704093410292
2240000.0,-97.98968302051911
2245000.0,11.357040516870402
2250000.0,47.35704105331221
2255000.0,47.35704105331221
2260000.0,-65.98968254368195
2265000.0,11.357040516870402
2270000.0,-117.98968331854233
2275000.0,47.35704105331221
2280000.0,-121.98968337814698
2285000.0,47.35704105331221
2290000.0,35.357040874498274
2295000.0,43.357040993707564
2300000.0,-101.98968308012375
2305000.0,-101.98968308012375
2310000.0,7.357040457265756
2315000.0,47.35704105331221
2320000.0,-81.98968278210053
2325000.0,35.357040874498274
2330000.0,23.357040695684336
2335000.0,43.357040993707564
2340000.0,-105.9896831397284
2345000.0,23.357040695684336
2350000.0,-65.98968254368195
2355000.0,47.35704105331221
2360000.0,-65.98968254368195
2365000.0,15.357040576475047
2370000.0,35.357040874498274
2375000.0,35.357040874498274
2380000.0,-93.98968296091446
2385000.0,-77.98968272249589
2390000.0,31.357040814893626
2395000.0,43.357040993707564
2400000.0,-29.989682007240145
2405000.0,31.357040814893626
2410000.0,-21.989681888030855
2415000.0,23.357040695684336
2420000.0,-73.98968266289124
2425000.0,23.357040695684336
2430000.0,-13.989681768821566
2435000.0,43.357040993707564
2440000.0,-45.98968224565873
2445000.0,-45.98968224565873
2450000.0,23.357040695684336
2455000.0,31.357040814893626
2460000.0,-97.98968302051911
2465000.0,0.0
2470000.0,39.35704093410292
2475000.0,39.35704093410292
2480000.0,-49.98968230526337
2485000.0,11.357040516870402
2490000.0,-85.98968284170518
2495000.0,47.35704105331221
2500000.0,-121.98968337814698
2505000.0,47.35704105331221
2510000.0,19.35704063607969
2515000.0,35.357040874498274
2520000.0,-97.98968302051911
2525000.0,-97.98968302051911
2530000.0,11.357040516870402
2535000.0,39.35704093410292
2540000.0,-85.98968284170518
2545000.0,23.357040695684336
2550000.0,23.357040695684336
2555000.0,31.357040814893626
2560000.0,-97.98968302051911
2565000.0,15.357040576475047
2570000.0,-89.98968290130982
2575000.0,43.357040993707564
2580000.0,-89.98968290130982
2585000.0,23.357040695684336
2590000.0,35.357040874498274
2595000.0,35.357040874498274
2600000.0,-89.98968290130982
2605000.0,-73.98968266289124
2610000.0,19.35704063607969
2615000.0,39.35704093410292
2620000.0,-37.98968212644944
2625000.0,31.357040814893626
2630000.0,0.0
2635000.0,23.357040695684336
2640000.0,-69.9896826032866
2645000.0,19.35704063607969
2650000.0,-21.989681888030855
2655000.0,39.35704093410292
2660000.0,-21.989681888030855
2665000.0,-21.989681888030855
2670000.0,23.357040695684336
2675000.0,31.357040814893626
2680000.0,-89.98968290130982
2685000.0,-17.98968182842621
2690000.0,35.357040874498274
2695000.0,39.35704093410292
2700000.0,-25.9896819476355
2705000.0,15.357040576475047
2710000.0,-69.9896826032866
2715000.0,39.35704093410292
2720000.0,-89.98968290130982
2725000.0,39.35704093410292
2730000.0,11.357040516870402
2735000.0,35.357040874498274
2740000.0,-65.98968254368195
2745000.0,-65.98968254368195
2750000.0,7.357040457265756
2755000.0,35.357040874498274
2760000.0,-73.98968266289124
2765000.0,15.357040576475047
2770000.0,31.357040814893626
2775000.0,31.357040814893626
2780000.0,-77.98968272249589
2785000.0,11.357040516870402
2790000.0,-89.98968290130982
2795000.0,35.357040874498274
2800000.0,-89.98968290130982
2805000.0,23.357040695684336
2810000.0,27.35704075528898
2815000.0,27.35704075528898
2820000.0,-81.98968278210053
2825000.0,-81.98968278210053
2830000.0,15.357040576475047
2835000.0,35.357040874498274
2840000.0,-41.98968218605408
2845000.0,31.357040814893626
2850000.0,0.0
2855000.0,23.357040695684336
2860000.0,-73.98968266289124
2865000.0,15.357040576475047
2870000.0,-33.98968206684479
2875000.0,35.357040874498274
2880000.0,-33.98968206684479
2885000.0,-5.989681649612278
2890000.0,23.357040695684336
2895000.0,23.357040695684336
2900000.0,-73.98968266289124
2905000.0,-37.98968212644944
2910000.0,31.357040814893626
2915000.0,31.357040814893626
2920000.0,-13.989681768821566
2925000.0,23.357040695684336
2930000.0,-53.98968236486802
2935000.0,31.357040814893626
2940000.0,-77.98968272249589
2945000.0,31.357040814893626
2950000.0,0.0
2955000.0,31.357040814893626
2960000.0,-49.98968230526337
2965000.0,-49.98968230526337
2970000.0,11.357040516870402
2975000.0,31.357040814893626
2980000.0,-85.98968284170518
2985000.0,7.357040457265756
2990000.0,31.357040814893626
2995000.0,31.357040814893626
3000000.0,-49.98968230526337
3005000.0,11.357040516870402
3010000.0,-81.98968278210053
3015000.0,27.35704075528898
3020000.0,-81.98968278210053
3025000.0,23.357040695684336
3030000.0,23.357040695684336
3035000.0,27.35704075528898
3040000.0,-81.98968278210053
3045000.0,-81.98968278210053
3050000.0,11.357040516870402
3055000.0,31.357040814893626
3060000.0,-49.98968230526337
3065000.0,23.357040695684336
3070000.0,0.0
3075000.0,23.357040695684336
3080000.0,-69.9896826032866
3085000.0,15.357040576475047
3090000.0,-41.98968218605408
3095000.0,27.35704075528898
3100000.0,-41.98968218605408
3105000.0,0.0
3110000.0,23.357040695684336
3115000.0,23.357040695684336
3120000.0,-73.98968266289124
3125000.0,-37.98968212644944
3130000.0,27.35704075528898
3135000.0,31.357040814893626
3140000.0,-9.98968170921692
3145000.0,23.357040695684336
3150000.0,-33.98968206684479
3155000.0,23.357040695684336
3160000.0,-73.98968266289124
3165000.0,23.357040695684336
3170000.0,-5.989681649612278
3175000.0,31.357040814893626
3180000.0,-33.98968206684479
3185000.0,-33.98968206684479
3190000.0,7.357040457265756
3195000.0,23.357040695684336
3200000.0,-57.98968242447266
3205000.0,0.0
3210000.0,23.357040695684336
3215000.0,27.35704075528898
3220000.0,-37.98968212644944
3225000.0,3.3570403976611116
3230000.0,-53.98968236486802
3235000.0,23.357040695684336
3240000.0,-53.98968236486802
3245000.0,23.357040695684336
3250000.0,15.357040576475047
3255000.0,19.35704063607969
3260000.0,-57.98968242447266
3265000.0,-57.98968242447266
3270000.0,7.357040457265756
3275000.0,23.357040695684336
3280000.0,-57.98968242447266
3285000.0,15.357040576475047
3290000.0,3.3570403976611116
3295000.0,19.35704063607969
3300000.0,-77.98968272249589
3305000.0,15.357040576475047
3310000.0,-53.98968236486802
3315000.0,27.35704075528898
3320000.0,-53.98968236486802
3325000.0,3.3570403976611116
3330000.0,23.357040695684336
3335000.0,23.357040695684336
3340000.0,-65.98968254368195
3345000.0,-41.98968218605408
3350000.0,19.35704063607969
3355000.0,27.35704075528898
3360000.0,-9.98968170921692
3365000.0,19.35704063607969
3370000.0,-9.98968170921692
3375000.0,19.35704063607969
3380000.0,-61.989682484077306
3385000.0,19.35704063607969
3390000.0,-9.98968170921692
3395000.0,27.35704075528898
3400000.0,-25.9896819476355
3405000.0,-25.9896819476355
3410000.0,11.357040516870402
3415000.0,19.35704063607969
3420000.0,-49.98968230526337
3425000.0,-5.989681649612278
3430000.0,23.357040695684336
3435000.0,23.357040695684336
3440000.0,-33.98968206684479
3445000.0,11.357040516870402
3450000.0,-45.98968224565873
3455000.0,19.35704063607969
3460000.0,-49.98968230526337
3465000.0,19.35704063607969
3470000.0,7.357040457265756
3475000.0,15.357040576475047
3480000.0,-69.9896826032866
3485000.0,-69.9896826032866
3490000.0,11.357040516870402
3495000.0,23.357040695684336
3500000.0,-61.989682484077306
3505000.0,11.357040516870402
3510000.0,11.357040516870402
3515000.0,19.35704063607969
3520000.0,-49.98968230526337
3525000.0,11.357040516870402
3530000.0,-49.98968230526337
3535000.0,23.357040695684336
3540000.0,-49.98968230526337
3545000.0,7.357040457265756
3550000.0,15.357040576475047
3555000.0,15.357040576475047
3560000.0,-49.98968230526337
3565000.0,-45.98968224565873
3570000.0,11.357040516870402
3575000.0,23.357040695684336
3580000.0,-17.98968182842621
3585000.0,15.357040576475047
3590000.0,-1.989681590007633
3595000.0,15.357040576475047
3600000.0,-61.989682484077306
3605000.0,15.357040576475047
3610000.0,-17.98968182842621
3615000.0,23.357040695684336
3620000.0,-17.98968182842621
3625000.0,-9.98968170921692
3630000.0,15.357040576475047
3635000.0,15.357040576475047
3640000.0,-49.98968230526337
3645000.0,-9.98968170921692
3650000.0,23.357040695684336
3655000.0,23.357040695684336
3660000.0,-21.989681888030855
3665000.0,15.357040576475047
3670000.0,-49.98968230526337
3675000.0,19.35704063607969
3680000.0,-65.98968254368195
3685000.0,19.35704063607969
3690000.0,0.0
3695000.0,19.35704063607969
3700000.0,-53.98968236486802
3705000.0,-53.98968236486802
3710000.0,7.357040457265756
3715000.0,27.35704075528898
3720000.0,-65.98968254368195
3725000.0,7.357040457265756
3730000.0,19.35704063607969
3735000.0,19.35704063607969
3740000.0,-41.98968218605408
3745000.0,7.357040457265756
3750000.0,-45.98968224565873
3755000.0,19.35704063607969
3760000.0,-45.98968224565873
3765000.0,7.357040457265756
3770000.0,11.357040516870402
3775000.0,15.357040576475047
3780000.0,-49.98968230526337
3785000.0,-49.98968230526337
3790000.0,7.357040457265756
3795000.0,19.35704063607969
3800000.0,-41.98968218605408
3805000.0,15.357040576475047
3810000.0,0.0
3815000.0,15.357040576475047
3820000.0,-53.98968236486802
3825000.0,11.357040516870402
3830000.0,-21.989681888030855
3835000.0,19.35704063607969
3840000.0,-21.989681888030855
3845000.0,0.0
3850000.0,11.357040516870402
3855000.0,11.357040516870402
3860000.0,-45.98968224565873
3865000.0,-13.989681768821566
3870000.0,15.357040576475047
3875000.0,19.35704063607969
3880000.0,-9.98968170921692
3885000.0,11.357040516870402
3890000.0,-29.989682007240145
3895000.0,19.35704063607969
3900000.0,-61.989682484077306
3905000.0,19.35704063607969
3910000.0,0.0
3915000.0,15.357040576475047
3920000.0,-45.98968224565873
3925000.0,-45.98968224565873
3930000.0,11.357040516870402
3935000.0,19.35704063607969
